sale_id,customer_id,product_id,fecha_venta,quantity,unit_price,discount,channel,payment_method,country
100336,186,39,20/06/2025 00:00,1,274.81,0,Marketplace,Yape/Plin,Perú
100337,123,38,15/01/2023 00:00,1,539.67,0,Tienda,Yape/Plin,Perú
100347,124,3,09/11/2024 00:00,1,185.37,0,Tienda,Transferencia,Perú
100355,230,24,04/06/2025 00:00,1,516.25,0,Marketplace,Transferencia,Perú
100375,123,14,26/10/2024 00:00,1,76.97,0,Marketplace,Transferencia,Perú
100391,71,41,09/02/2023 00:00,1,410.43,0,Tienda,Transferencia,Perú
100411,71,52,26/01/2023 00:00,1,493.29,0,Web,Transferencia,Perú
100416,226,18,04/08/2023 00:00,1,76.57,0,Web,Yape/Plin,Perú
100419,22,54,09/04/2023 00:00,1,56406,0,Web,Yape/Plin,Perú
100440,64,9,25/03/2023 00:00,1,79.02,0,Web,Efectivo,Perú
100441,206,26,09/01/2023 00:00,1,249.76,0,Distribuidor,Transferencia,Perú
100442,87,30,20/11/2024 00:00,1,178.01,0,Marketplace,Yape/Plin,Perú
100457,117,51,17/03/2023 00:00,1,589.24,0,Distribuidor,Tarjeta,Perú
100459,71,18,30/12/2024 00:00,1,70.34,0,Marketplace,Transferencia,Perú
100481,172,33,20/05/2025 00:00,1,56661,0,Distribuidor,Efectivo,Perú
100494,206,38,03/04/2023 00:00,1,587.16,0,Marketplace,Transferencia,Perú
100505,66,30,11/04/2024 00:00,1,19127,0,Web,Efectivo,Perú
100524,219,20,21/09/2023 00:00,1,34.41,0,Distribuidor,Efectivo,Perú
100526,83,38,08/11/2024 00:00,1,513.69,0,Marketplace,Yape/Plin,Perú
100530,70,20,02/02/2023 00:00,1,41.08,0,Marketplace,Efectivo,Perú
100542,236,42,25/02/2023 00:00,1,126.98,0,Marketplace,Tarjeta,Perú
100548,119,58,06/12/2024 00:00,1,284.51,0,Marketplace,Efectivo,Perú
100550,91,27,17/06/2024 00:00,1,15156,0,Web,Efectivo,Perú
100559,110,30,17/10/2023 00:00,1,17455,0,Web,Yape/Plin,Perú
100566,123,29,11/08/2023 00:00,1,53,0,Marketplace,Efectivo,Perú
100569,176,57,30/10/2024 00:00,1,64.25,0,Distribuidor,Tarjeta,Perú
100570,63,44,17/05/2023 00:00,1,533.72,0,Tienda,Efectivo,Perú
100574,161,55,19/08/2024 00:00,1,56364,0,Tienda,Transferencia,Perú
100586,123,8,09/03/2023 00:00,1,58.65,0,Web,Tarjeta,Perú
100587,58,53,20/06/2025 00:00,1,212.17,0,Distribuidor,Efectivo,Perú
100601,22,9,24/06/2024 00:00,1,93.48,0,Distribuidor,Efectivo,Perú
100617,166,33,06/01/2024 00:00,1,542.3,0,Tienda,Yape/Plin,Perú
100624,205,30,05/06/2024 00:00,1,15759,0,Distribuidor,Efectivo,Perú
100627,98,19,09/08/2025 00:00,1,12161,0,Marketplace,Efectivo,Perú
100644,48,3,28/05/2024 00:00,1,17405,0,Tienda,Transferencia,Perú
100657,236,20,26/07/2024 00:00,1,35.74,0,Tienda,Yape/Plin,Perú
100664,69,53,10/07/2025 00:00,1,196.02,0,Distribuidor,Tarjeta,Perú
100665,225,26,30/09/2023 00:00,1,264.72,0,Marketplace,Efectivo,Perú
100689,162,6,20/08/2024 00:00,1,61.72,0,Web,Efectivo,Perú
100692,119,28,27/12/2023 00:00,1,235.85,0,Marketplace,Tarjeta,Perú
100710,176,6,24/12/2024 00:00,1,6624,0,Distribuidor,Efectivo,Perú
100715,25,43,06/09/2025 00:00,1,211.62,0,Distribuidor,Yape/Plin,Perú
100717,112,59,12/03/2024 00:00,1,4767,0,Web,Tarjeta,Perú
100727,164,51,07/03/2025 00:00,1,567.21,0,Tienda,Yape/Plin,Perú
100728,172,33,17/09/2025 00:00,1,604.37,0,Tienda,Transferencia,Perú
100748,172,18,23/04/2024 00:00,1,70.54,0,Web,Transferencia,Perú
100762,22,41,05/07/2024 00:00,1,448.83,0,Tienda,Efectivo,Perú
100763,14,11,06/08/2024 00:00,1,16911,0,Distribuidor,Yape/Plin,Perú
100765,87,16,09/02/2024 00:00,1,102.72,0,Web,Tarjeta,Perú
100768,62,6,21/01/2024 00:00,1,59.58,0,Distribuidor,Efectivo,Perú
100783,236,60,13/11/2024 00:00,1,352.28,0,Web,Yape/Plin,Perú
100787,18,48,09/10/2024 00:00,1,24915,0,Web,Transferencia,Perú
100795,183,7,04/04/2024 00:00,1,23127,0,Distribuidor,Efectivo,Perú
100822,4,46,01/03/2025 00:00,1,521.29,0,Distribuidor,Efectivo,Perú
100832,92,31,15/11/2025 00:00,1,469.78,0,Web,Yape/Plin,Perú
100839,132,19,18/05/2023 00:00,1,127.97,0,Distribuidor,Efectivo,Perú
100849,70,59,08/08/2023 00:00,1,435.18,0,Web,Tarjeta,Perú
100861,63,52,20/10/2023 00:00,1,5299,0,Web,Tarjeta,Perú
100862,139,38,17/02/2025 00:00,1,513.27,0,Distribuidor,Transferencia,Perú
100867,98,45,03/09/2025 00:00,1,622.03,0,Tienda,Yape/Plin,Perú
100868,160,27,02/03/2025 00:00,1,15317,0,Marketplace,Efectivo,Perú
100869,41,59,20/08/2024 00:00,1,447.01,0,Tienda,Efectivo,Perú
100876,73,27,09/09/2025 00:00,1,137.59,0,Web,Yape/Plin,Perú
100893,112,37,28/02/2024 00:00,1,53.35,0,Web,Tarjeta,Perú
100898,71,27,30/03/2025 00:00,1,156.75,0,Web,Tarjeta,Perú
200001,231,30,09/05/2023 00:00,1,16999,0,Web,Tarjeta,México
200201,217,54,24/02/2025 00:00,1,519.34,0,Web,Yape/Plin,México
200220,155,5,20/11/2025 00:00,1,50.43,0,Web,Tarjeta,México
200165,17,56,19/01/2025 00:00,1,493.58,0,Tienda,Yape/Plin,México
200022,10,18,14/08/2025 00:00,1,8244,0,Distribuidor,Transferencia,México
200161,223,28,06/10/2023 00:00,1,238.09,0,Web,Yape/Plin,México
200066,10,37,16/01/2023 00:00,1,57.31,0,Web,Yape/Plin,México
200011,170,19,28/02/2025 00:00,1,13258,0,Tienda,Transferencia,México
200014,36,44,09/04/2023 00:00,1,61371,0,Distribuidor,Transferencia,México
200139,36,55,22/01/2024 00:00,1,524.86,0,Web,Tarjeta,México
200019,57,40,22/02/2025 00:00,1,126.5,0,Web,Yape/Plin,México
200030,165,32,04/05/2023 00:00,1,44431,0,Marketplace,Yape/Plin,México
200115,23,47,11/05/2023 00:00,1,507.27,0,Distribuidor,Tarjeta,México
200070,31,10,11/09/2025 00:00,1,15.69,0,Marketplace,Transferencia,México
200051,37,10,19/06/2025 00:00,1,1519,0,Distribuidor,Tarjeta,México
200124,131,36,12/05/2025 00:00,1,132.29,0,Tienda,Yape/Plin,México
200197,131,14,18/07/2024 00:00,1,675,0,Marketplace,Tarjeta,México
200227,128,36,24/04/2025 00:00,1,119.05,0,Distribuidor,Yape/Plin,México
200236,128,47,13/03/2023 00:00,1,538.18,0,Distribuidor,Transferencia,México
200058,235,52,21/03/2025 00:00,1,493.7,0,Marketplace,Transferencia,México
200235,68,40,06/05/2024 00:00,1,120.71,0,Marketplace,Tarjeta,México
200174,118,55,20/09/2024 00:00,1,59619,0,Web,Yape/Plin,México
200086,99,55,22/10/2025 00:00,1,615.55,0,Marketplace,Efectivo,México
200107,144,17,12/07/2025 00:00,1,73.34,0,Tienda,Yape/Plin,México
200108,191,24,14/02/2024 00:00,1,502.86,0,Marketplace,Efectivo,México
200185,109,30,16/04/2023 00:00,1,16465,0,Web,Transferencia,México
200194,109,42,02/11/2023 00:00,1,142.25,0,Tienda,Transferencia,México
200169,239,53,12/06/2023 00:00,1,177.6,0,Marketplace,Transferencia,México
200186,127,51,10/04/2024 00:00,1,560.3,0,Web,Transferencia,México
200215,148,18,22/08/2023 00:00,1,71.17,0,Marketplace,Efectivo,México
200249,89,16,06/09/2025 00:00,1,96.63,0,Distribuidor,Tarjeta,México
200250,203,6,11/01/2025 00:00,1,59.83,0,Distribuidor,Tarjeta,México
200259,125,28,02/09/2024 00:00,1,248.82,0,Marketplace,Tarjeta,México
200264,54,52,19/07/2025 00:00,1,561.91,0,Web,Tarjeta,México
200268,128,11,07/06/2024 00:00,1,174.98,0,Tienda,Tarjeta,México
200319,115,52,02/05/2023 00:00,1,576.11,0,Web,Tarjeta,México
200332,235,55,04/12/2024 00:00,1,540.1,0,Distribuidor,Transferencia,México
200342,152,47,03/10/2023 00:00,1,526.49,0,Marketplace,Yape/Plin,México
200362,88,39,23/09/2025 00:00,1,304.48,0,Web,Efectivo,México
200364,233,12,28/11/2025 00:00,1,142.79,0,Tienda,Yape/Plin,México
200365,223,36,27/02/2025 00:00,1,134.94,0,Web,Yape/Plin,México
200373,9,27,14/01/2024 00:00,1,142.54,0,Tienda,Efectivo,México
200381,169,42,22/01/2024 00:00,1,126.5,0,Tienda,Transferencia,México
200396,17,47,18/08/2025 00:00,1,485.17,0,Web,Efectivo,México
200414,9,5,05/08/2024 00:00,1,46.62,0,Distribuidor,Efectivo,México
200415,237,44,05/05/2025 00:00,1,561.71,0,Distribuidor,Yape/Plin,México
200426,89,55,23/12/2025 00:00,1,597.06,0,Marketplace,Transferencia,México
200430,40,59,09/12/2025 00:00,1,481.17,0,Distribuidor,Tarjeta,México
200448,34,4,01/04/2024 00:00,1,16.76,0,Tienda,Transferencia,México
200451,134,37,31/08/2023 00:00,1,51.82,0,Distribuidor,Efectivo,México
200454,125,26,16/06/2025 00:00,1,25388,0,Distribuidor,Tarjeta,México
200456,221,2,21/06/2023 00:00,1,843.02,0,Web,Efectivo,México
200466,143,38,07/03/2025 00:00,1,514.37,0,Web,Efectivo,México
200471,129,31,20/08/2025 00:00,1,447.55,0,Marketplace,Efectivo,México
200478,54,13,14/06/2024 00:00,1,25.62,0,Marketplace,Transferencia,México
200480,223,11,17/11/2025 00:00,1,161.13,0,Web,Efectivo,México
200493,17,19,04/12/2024 00:00,1,112.09,0,Distribuidor,Transferencia,México
200515,16,17,08/11/2023 00:00,1,71.69,0,Tienda,Tarjeta,México
200534,143,25,07/01/2024 00:00,1,252.21,0,Tienda,Yape/Plin,México
200552,99,40,28/01/2023 00:00,1,113.01,0,Tienda,Yape/Plin,México
200565,3,39,05/03/2023 00:00,1,266.91,0,Tienda,Transferencia,México
200569,16,41,30/07/2023 00:00,1,43811,0,Web,Transferencia,México
200570,99,16,12/01/2025 00:00,1,106.92,0,Marketplace,Tarjeta,México
200576,189,57,01/01/2025 00:00,1,70.38,0,Web,Tarjeta,México
200577,16,25,13/09/2025 00:00,1,246.84,0,Distribuidor,Transferencia,México
200602,13,18,12/02/2023 00:00,1,8427,0,Distribuidor,Transferencia,México
200603,111,11,21/11/2025 00:00,1,171.42,0,Marketplace,Tarjeta,México
200621,60,36,23/01/2025 00:00,1,122.97,0,Tienda,Tarjeta,México
200624,55,55,20/09/2025 00:00,1,540.1,0,Tienda,Transferencia,México
200633,235,30,11/07/2024 00:00,1,17462,0,Distribuidor,Transferencia,México
200651,89,31,20/11/2025 00:00,1,497.75,0,Marketplace,Efectivo,México
200663,167,17,12/06/2023 00:00,1,70.26,0,Marketplace,Efectivo,México
200664,40,3,09/01/2023 00:00,1,18798,0,Distribuidor,Efectivo,México
200665,127,12,09/09/2025 00:00,1,121.79,0,Distribuidor,Yape/Plin,México
200676,17,1,20/08/2024 00:00,1,902.21,0,Marketplace,Tarjeta,México
200686,103,25,03/05/2024 00:00,1,22172,0,Distribuidor,Tarjeta,México
200691,54,11,04/02/2024 00:00,1,161.92,0,Web,Yape/Plin,México
200709,129,50,26/01/2024 00:00,1,173.06,0,Tienda,Efectivo,México
200711,148,15,16/08/2025 00:00,1,71.67,0,Marketplace,Yape/Plin,México
200725,191,5,31/10/2025 00:00,1,45.52,0,Tienda,Yape/Plin,México
200745,154,11,16/11/2024 00:00,1,174.65,0,Distribuidor,Tarjeta,México
200747,154,29,11/05/2025 00:00,1,52.52,0,Tienda,Yape/Plin,México
200755,118,28,25/02/2024 00:00,1,236.71,0,Distribuidor,Transferencia,México
200756,138,22,06/10/2024 00:00,1,26.91,0,Distribuidor,Efectivo,México
200757,37,9,23/10/2023 00:00,1,83.08,0,Tienda,Transferencia,México
200763,109,38,08/09/2023 00:00,1,563.53,0,Tienda,Tarjeta,México
200781,17,43,19/10/2024 00:00,1,23476,0,Distribuidor,Tarjeta,México
200787,13,58,05/09/2024 00:00,1,296.06,0,Tienda,Efectivo,México
200796,131,20,07/11/2023 00:00,1,34.92,0,Web,Efectivo,México
200802,182,33,23/05/2025 00:00,1,54452,0,Distribuidor,Yape/Plin,México
200811,88,28,15/10/2025 00:00,1,243.79,0,Marketplace,Yape/Plin,México
200825,217,51,23/11/2025 00:00,1,54543,0,Marketplace,Yape/Plin,México
200829,151,42,11/08/2025 00:00,1,136.44,0,Marketplace,Efectivo,México
200842,154,35,09/06/2025 00:00,1,569.55,0,Marketplace,Transferencia,México
200844,208,3,05/02/2025 00:00,1,187.74,0,Marketplace,Yape/Plin,México
200859,52,45,08/11/2023 00:00,1,565.43,0,Distribuidor,Transferencia,México
200883,191,4,04/09/2023 00:00,1,19.44,0,Marketplace,Yape/Plin,México
200884,189,47,02/08/2023 00:00,1,512.33,0,Web,Transferencia,México
200893,39,34,02/02/2024 00:00,1,33.55,0,Marketplace,Efectivo,México
200894,131,5,21/12/2024 00:00,1,49.96,0,Web,Yape/Plin,México
200896,144,56,01/03/2023 00:00,1,58081,0,Distribuidor,Tarjeta,México
300066,72,3,07/03/2025 00:00,1,187.56,0,Marketplace,Transferencia,Colombia
300002,141,16,09/02/2023 00:00,1,115.85,0,Web,Efectivo,Colombia
300021,137,9,03/11/2023 00:00,1,8242,0,Distribuidor,Yape/Plin,Colombia
300217,86,10,30/08/2025 00:00,1,1536,0,Distribuidor,Efectivo,Colombia
300133,194,32,08/04/2023 00:00,1,497.13,0,Web,Efectivo,Colombia
300171,163,11,27/12/2025 00:00,1,172.71,0,Marketplace,Yape/Plin,Colombia
300159,137,18,29/06/2025 00:00,1,79.8,0,Web,Efectivo,Colombia
300237,29,39,23/12/2023 00:00,1,270.71,0,Tienda,Tarjeta,Colombia
300013,72,27,04/12/2024 00:00,1,141.08,0,Marketplace,Efectivo,Colombia
300023,163,53,12/01/2023 00:00,1,183.09,0,Tienda,Tarjeta,Colombia
300221,120,58,27/11/2023 00:00,1,300.22,0,Web,Tarjeta,Colombia
300071,218,43,25/02/2025 00:00,1,208.61,0,Web,Yape/Plin,Colombia
300147,15,52,12/07/2024 00:00,1,49595,0,Distribuidor,Transferencia,Colombia
300028,75,15,01/04/2024 00:00,1,7097,0,Marketplace,Efectivo,Colombia
300054,150,9,10/03/2025 00:00,1,80.22,0,Web,Efectivo,Colombia
300064,74,26,13/05/2024 00:00,1,266.88,0,Tienda,Efectivo,Colombia
300027,177,58,07/05/2025 00:00,1,280.39,0,Tienda,Efectivo,Colombia
300106,177,22,07/11/2025 00:00,1,3174,0,Tienda,Efectivo,Colombia
300152,27,53,06/02/2023 00:00,1,189.89,0,Web,Transferencia,Colombia
300047,45,47,18/10/2023 00:00,1,51355,0,Distribuidor,Transferencia,Colombia
300107,44,1,26/11/2025 00:00,1,836.08,0,Web,Tarjeta,Colombia
300055,106,31,16/02/2024 00:00,1,480.27,0,Marketplace,Tarjeta,Colombia
300132,181,21,03/05/2024 00:00,1,128.51,0,Tienda,Efectivo,Colombia
300207,181,57,25/12/2023 00:00,1,69.78,0,Distribuidor,Yape/Plin,Colombia
300084,190,57,25/06/2024 00:00,1,61.32,0,Tienda,Tarjeta,Colombia
300141,175,55,18/07/2025 00:00,1,56841,0,Marketplace,Yape/Plin,Colombia
300238,108,4,16/11/2023 00:00,1,19.32,0,Marketplace,Yape/Plin,Colombia
300110,179,36,01/11/2024 00:00,1,138.43,0,Distribuidor,Efectivo,Colombia
300253,175,22,29/04/2025 00:00,1,31.15,0,Tienda,Transferencia,Colombia
300255,181,19,10/10/2024 00:00,1,13283,0,Web,Efectivo,Colombia
300256,24,28,21/06/2024 00:00,1,22717,0,Distribuidor,Yape/Plin,Colombia
300264,86,21,20/06/2025 00:00,1,12414,0,Tienda,Transferencia,Colombia
300269,51,20,10/02/2025 00:00,1,41.04,0,Web,Tarjeta,Colombia
300304,7,15,03/12/2024 00:00,1,76.92,0,Tienda,Tarjeta,Colombia
300307,192,2,19/03/2024 00:00,1,88818,0,Tienda,Efectivo,Colombia
300315,78,46,13/09/2023 00:00,1,555.22,0,Marketplace,Yape/Plin,Colombia
300316,213,39,08/08/2024 00:00,1,293.12,0,Tienda,Efectivo,Colombia
300319,2,13,17/10/2023 00:00,1,2741,0,Marketplace,Transferencia,Colombia
300320,84,38,14/12/2025 00:00,1,556,0,Distribuidor,Yape/Plin,Colombia
300323,192,58,22/04/2023 00:00,1,261.62,0,Distribuidor,Tarjeta,Colombia
300324,163,26,22/10/2025 00:00,1,254.81,0,Tienda,Transferencia,Colombia
300325,96,46,17/11/2024 00:00,1,496.33,0,Marketplace,Tarjeta,Colombia
300346,2,43,23/04/2024 00:00,1,250.66,0,Distribuidor,Transferencia,Colombia
300356,194,40,24/11/2024 00:00,1,120.3,0,Tienda,Tarjeta,Colombia
300363,187,42,22/06/2023 00:00,1,122.19,0,Tienda,Transferencia,Colombia
300366,29,20,15/03/2024 00:00,1,3997,0,Marketplace,Efectivo,Colombia
300369,187,31,18/01/2025 00:00,1,540.95,0,Marketplace,Yape/Plin,Colombia
300385,46,17,11/07/2025 00:00,1,730,0,Web,Tarjeta,Colombia
300404,108,15,23/02/2024 00:00,1,80.88,0,Marketplace,Yape/Plin,Colombia
300415,201,27,21/08/2023 00:00,1,148.77,0,Web,Tarjeta,Colombia
300416,106,29,18/02/2024 00:00,1,51.79,0,Marketplace,Efectivo,Colombia
300418,163,28,29/06/2025 00:00,1,239.86,0,Web,Transferencia,Colombia
300421,215,35,20/12/2023 00:00,1,577.88,0,Marketplace,Efectivo,Colombia
300440,49,28,05/08/2025 00:00,1,240.32,0,Web,Tarjeta,Colombia
300447,201,37,29/07/2024 00:00,1,57.56,0,Tienda,Efectivo,Colombia
300458,240,40,10/10/2024 00:00,1,121.31,0,Web,Tarjeta,Colombia
300466,35,43,21/10/2025 00:00,1,255.07,0,Distribuidor,Transferencia,Colombia
300477,177,47,08/01/2025 00:00,1,493.84,0,Marketplace,Tarjeta,Colombia
300509,21,15,20/10/2023 00:00,1,79.91,0,Web,Yape/Plin,Colombia
300521,108,25,11/07/2024 00:00,1,241.13,0,Marketplace,Transferencia,Colombia
300529,173,24,13/01/2024 00:00,1,483.21,0,Marketplace,Transferencia,Colombia
300579,150,40,11/05/2024 00:00,1,121.76,0,Tienda,Tarjeta,Colombia
300580,43,53,16/06/2024 00:00,1,19325,0,Tienda,Yape/Plin,Colombia
300592,240,41,11/11/2024 00:00,1,397.78,0,Tienda,Efectivo,Colombia
300593,32,53,27/07/2025 00:00,1,177.03,0,Marketplace,Efectivo,Colombia
300608,29,27,10/06/2024 00:00,1,160.45,0,Distribuidor,Efectivo,Colombia
300626,29,53,17/05/2025 00:00,1,209.94,0,Tienda,Yape/Plin,Colombia
300633,229,40,11/05/2025 00:00,1,114.49,0,Web,Yape/Plin,Colombia
300642,213,57,01/01/2023 00:00,1,61.09,0,Web,Transferencia,Colombia
300648,49,40,27/09/2024 00:00,1,122.52,0,Tienda,Efectivo,Colombia
300660,35,30,22/06/2023 00:00,1,175.25,0,Marketplace,Transferencia,Colombia
300663,240,37,21/06/2024 00:00,1,55.17,0,Web,Yape/Plin,Colombia
300667,84,54,20/03/2025 00:00,1,587.33,0,Web,Transferencia,Colombia
300698,181,10,23/11/2024 00:00,1,14.07,0,Tienda,Transferencia,Colombia
300719,21,15,03/07/2024 00:00,1,8311,0,Distribuidor,Yape/Plin,Colombia
300729,106,56,01/01/2025 00:00,1,562.66,0,Web,Transferencia,Colombia
300730,86,44,23/05/2023 00:00,1,57342,0,Web,Transferencia,Colombia
300731,147,53,19/10/2025 00:00,1,207.67,0,Tienda,Yape/Plin,Colombia
300734,173,32,11/09/2025 00:00,1,450.99,0,Distribuidor,Efectivo,Colombia
300736,8,52,11/06/2023 00:00,1,524.2,0,Marketplace,Yape/Plin,Colombia
300739,145,53,05/05/2025 00:00,1,212.16,0,Web,Yape/Plin,Colombia
300761,187,26,14/09/2025 00:00,1,263.18,0,Marketplace,Efectivo,Colombia
300803,7,7,03/09/2024 00:00,1,205.14,0,Web,Yape/Plin,Colombia
300804,141,25,13/07/2025 00:00,1,244.06,0,Marketplace,Yape/Plin,Colombia
300821,220,15,09/07/2024 00:00,1,7648,0,Distribuidor,Transferencia,Colombia
300825,61,39,25/07/2025 00:00,1,269.07,0,Distribuidor,Efectivo,Colombia
300827,220,23,28/02/2024 00:00,1,152.74,0,Marketplace,Efectivo,Colombia
300831,137,27,23/03/2025 00:00,1,161.79,0,Web,Yape/Plin,Colombia
300863,29,24,03/12/2025 00:00,1,509.67,0,Distribuidor,Transferencia,Colombia
300870,49,25,25/03/2023 00:00,1,255.47,0,Tienda,Tarjeta,Colombia
100116,77,60,07/08/2023 00:00,4,38021,0,Marketplace,Yape/Plin,Perú
100042,126,11,07/05/2024 00:00,4,149.55,0,Distribuidor,Yape/Plin,Perú
100011,69,21,15/09/2025 00:00,4,115.2,0,Distribuidor,Efectivo,Perú
100084,1,32,12/01/2023 00:00,4,408.77,0,Marketplace,Efectivo,Perú
100003,73,58,15/12/2025 00:00,4,291.9,0,Tienda,Efectivo,Perú
100205,28,9,13/04/2025 00:00,4,79.31,0,Tienda,Transferencia,Perú
100231,18,60,02/09/2025 00:00,4,404.68,0,Web,Tarjeta,Perú
100063,225,15,03/12/2025 00:00,4,78.77,0,Tienda,Yape/Plin,Perú
100023,41,57,01/09/2024 00:00,4,67.77,0,Distribuidor,Yape/Plin,Perú
100183,25,11,03/11/2023 00:00,4,17401,0,Tienda,Transferencia,Perú
100168,67,9,27/07/2025 00:00,4,83.6,0,Web,Transferencia,Perú
100187,199,15,19/08/2025 00:00,4,7314,0,Web,Transferencia,Perú
100043,226,43,20/07/2024 00:00,4,237.87,0,Web,Efectivo,Perú
100195,48,53,18/07/2024 00:00,4,210.44,0,Distribuidor,Tarjeta,Perú
100178,124,56,04/09/2024 00:00,4,55553,0,Web,Efectivo,Perú
100202,161,50,16/09/2025 00:00,4,177.16,0,Distribuidor,Efectivo,Perú
100238,142,31,08/06/2024 00:00,4,475.69,0,Marketplace,Tarjeta,Perú
100211,71,6,23/02/2024 00:00,4,64.46,0,Tienda,Efectivo,Perú
100198,172,48,02/10/2024 00:00,4,26541,0,Web,Efectivo,Perú
100212,136,60,10/07/2024 00:00,4,378.71,0,Web,Transferencia,Perú
100249,77,43,18/09/2024 00:00,4,232.47,0,Tienda,Transferencia,Perú
100271,30,48,22/05/2025 00:00,4,247.97,0,Marketplace,Tarjeta,Perú
100290,87,51,28/04/2024 00:00,4,532.73,0,Web,Tarjeta,Perú
100321,166,55,08/06/2025 00:00,4,640.14,0,Distribuidor,Efectivo,Perú
100329,83,33,27/07/2023 00:00,4,601.04,0,Web,Efectivo,Perú
100346,25,48,29/05/2025 00:00,4,22087,0,Marketplace,Transferencia,Perú
100369,172,35,15/03/2025 00:00,4,564.47,0,Marketplace,Yape/Plin,Perú
100393,69,56,06/12/2023 00:00,4,540.39,0,Distribuidor,Transferencia,Perú
100394,183,19,07/05/2023 00:00,4,11401,0,Marketplace,Transferencia,Perú
100399,67,18,07/09/2024 00:00,4,69.7,0,Web,Efectivo,Perú
100403,224,3,16/07/2025 00:00,4,183.2,0,Distribuidor,Transferencia,Perú
100404,95,43,16/12/2024 00:00,4,231.47,0,Marketplace,Transferencia,Perú
100413,50,59,05/12/2025 00:00,4,44267,0,Web,Transferencia,Perú
100414,178,5,08/06/2025 00:00,4,51.02,0,Marketplace,Tarjeta,Perú
100415,92,44,16/10/2025 00:00,4,526.9,0,Marketplace,Tarjeta,Perú
100418,25,18,27/07/2025 00:00,4,83.97,0,Distribuidor,Transferencia,Perú
100430,67,3,08/11/2025 00:00,4,200.28,0,Tienda,Transferencia,Perú
100433,104,18,08/10/2023 00:00,4,7445,0,Distribuidor,Yape/Plin,Perú
100434,83,5,21/01/2023 00:00,4,49.61,0,Tienda,Efectivo,Perú
100439,110,14,28/11/2025 00:00,4,72.08,0,Tienda,Efectivo,Perú
100446,174,2,24/03/2023 00:00,4,919.58,0,Marketplace,Yape/Plin,Perú
100462,25,45,15/12/2024 00:00,4,631.28,0,Distribuidor,Efectivo,Perú
100463,139,53,22/07/2023 00:00,4,19512,0,Distribuidor,Yape/Plin,Perú
100491,107,10,30/12/2023 00:00,4,13.56,0,Distribuidor,Transferencia,Perú
100507,206,14,26/01/2025 00:00,4,6381,0,Tienda,Yape/Plin,Perú
100509,112,25,13/12/2025 00:00,4,220.76,0,Web,Transferencia,Perú
100573,174,52,07/09/2025 00:00,4,57652,0,Tienda,Transferencia,Perú
100592,41,34,23/01/2024 00:00,4,31.54,0,Marketplace,Transferencia,Perú
100594,69,18,28/03/2024 00:00,4,7608,0,Marketplace,Tarjeta,Perú
100607,101,35,24/05/2025 00:00,4,546.87,0,Web,Efectivo,Perú
100610,69,25,16/04/2024 00:00,4,219.85,0,Distribuidor,Transferencia,Perú
100613,226,41,03/04/2023 00:00,4,381.22,0,Tienda,Efectivo,Perú
100614,105,26,03/01/2023 00:00,4,281.88,0,Tienda,Efectivo,Perú
100626,102,46,03/10/2025 00:00,4,48352,0,Distribuidor,Efectivo,Perú
100633,66,33,08/04/2025 00:00,4,52681,0,Tienda,Yape/Plin,Perú
100634,228,56,07/08/2024 00:00,4,578.1,0,Distribuidor,Transferencia,Perú
100637,110,41,06/11/2023 00:00,4,416.56,0,Distribuidor,Transferencia,Perú
100653,77,46,26/06/2025 00:00,4,476.65,0,Distribuidor,Yape/Plin,Perú
100654,112,18,12/05/2023 00:00,4,70.51,0,Distribuidor,Transferencia,Perú
100678,183,56,25/05/2025 00:00,4,5550,0,Marketplace,Efectivo,Perú
100682,172,26,30/08/2024 00:00,4,289.6,0,Marketplace,Transferencia,Perú
100705,83,51,02/04/2023 00:00,4,557.13,0,Web,Yape/Plin,Perú
100735,101,42,06/10/2023 00:00,4,145.08,0,Marketplace,Transferencia,Perú
100737,178,4,17/06/2025 00:00,4,17.07,0,Tienda,Transferencia,Perú
100745,25,26,17/04/2023 00:00,4,25095,0,Web,Tarjeta,Perú
100751,41,38,02/03/2024 00:00,4,52911,0,Web,Yape/Plin,Perú
100766,104,19,10/06/2023 00:00,4,117.96,0,Tienda,Yape/Plin,Perú
100778,184,36,09/09/2025 00:00,4,126.77,0,Marketplace,Efectivo,Perú
100788,212,31,05/03/2025 00:00,4,529,0,Tienda,Transferencia,Perú
100801,149,40,13/06/2024 00:00,4,108.42,0,Tienda,Transferencia,Perú
100816,186,24,11/09/2025 00:00,4,53682,0,Web,Yape/Plin,Perú
100833,63,52,21/02/2025 00:00,4,506.05,0,Distribuidor,Efectivo,Perú
100840,212,14,26/04/2024 00:00,4,72.55,0,Web,Transferencia,Perú
100841,47,58,15/08/2025 00:00,4,281.59,0,Web,Efectivo,Perú
100850,98,44,14/01/2024 00:00,4,543.71,0,Web,Efectivo,Perú
100864,104,39,17/09/2025 00:00,4,277.4,0,Web,Yape/Plin,Perú
100896,171,45,28/05/2025 00:00,4,627.81,0,Distribuidor,Transferencia,Perú
100897,174,49,10/05/2023 00:00,4,204.11,0,Distribuidor,Transferencia,Perú
200059,59,2,19/02/2025 00:00,4,823.1,0,Marketplace,Yape/Plin,México
200128,154,41,24/10/2024 00:00,4,42668,0,Marketplace,Efectivo,México
200003,59,6,14/11/2023 00:00,4,60.5,0,Marketplace,Efectivo,México
